id,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
23236,1,0.253137,0.908644,0.947386,0.889811,0.767677,0.809617,0.845166,-0.0877,-0.095969,-0.115961,-0.103797,-0.104685,-0.117145,-0.365981,0.810161,0.185828,-1.057295,0.598248,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
9240,0,-0.616452,-0.6431939999999999,-0.691026,-0.586117,-0.663637,-0.6013930000000001,-0.6505920000000001,-0.341942,0.01948,-0.264427,-0.068753,-0.234479,3.135679,1.021351,0.810161,0.185828,-1.057295,-0.486615,-0.874991,-0.7235699999999999,-0.696663,-0.6665989999999999,-0.647565
23594,0,0.253137,-0.643995,-0.681457,-0.633948,-0.531354,-0.5809810000000001,-0.569773,-0.30082600000000004,-0.123659,0.220048,-0.30659400000000003,0.010774,-0.199104,1.098425,0.810161,-1.079457,-1.057295,0.381275,-0.874991,-0.7235699999999999,-0.696663,-0.6665989999999999,0.234917
14996,0,-1.486041,-0.66169,-0.647877,-0.683408,-0.678404,-0.669309,-0.659105,-0.15671,-0.25699,-0.29680100000000004,-0.30806300000000003,-0.314136,-0.29338200000000003,-1.1367200000000002,-1.234323,0.185828,0.858557,-1.24602,-0.874991,-0.7235699999999999,-0.696663,-1.521944,-1.530046
10328,0,0.253137,0.217692,-0.242018,-0.432919,-0.38135,-0.316392,-0.247473,-0.223968,-0.170576,-0.08495,0.271285,-0.043552,-0.265425,-0.365981,0.810161,-1.079457,0.858557,-0.161156,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
4773,0,0.253137,0.549058,0.554145,0.624167,0.747376,0.831888,0.8729389999999999,-0.088364,-0.079042,-0.108975,-0.090711,-0.09742,0.055605,-0.597202,0.810161,0.185828,0.858557,-1.354506,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
1249,0,0.253137,0.219878,0.169685,0.283422,0.626518,0.824174,0.8400270000000001,0.261814,0.177029,0.69714,0.138768,1.322198,1.596683,0.096463,0.810161,1.451114,0.858557,0.706734,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
10813,0,0.253137,-0.25522399999999995,-0.210897,-0.151672,-0.098753,-0.040684,-0.006965000000000001,-0.186233,-0.130907,-0.22183000000000005,-0.210909,-0.22250100000000006,-0.213561,-0.5201279999999999,0.810161,0.185828,0.858557,-0.486615,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
13390,0,1.992316,-0.660794,-0.6672520000000001,-0.678087,-0.113722,0.7080810000000001,0.732862,-0.341459,-0.25699,1.745493,2.883583,-0.314136,0.269137,1.329647,0.810161,1.451114,-1.057295,0.055816,-0.874991,1.782348,1.809921,-0.6665989999999999,-0.647565
5264,0,-0.616452,-0.277618,-0.25258400000000003,-0.228198,-0.159858,-0.292542,-0.428756,-0.221191,-0.19588,-0.127604,-0.146821,0.5588810000000001,0.56086,0.096463,0.810161,0.185828,-1.057295,-0.269643,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
12993,1,0.253137,-0.525165,-0.486537,-0.461398,-0.447414,-0.414803,-0.365972,-0.191003,-0.213588,-0.29680100000000004,-0.24423000000000006,-0.157048,-0.29338200000000003,-1.1367200000000002,-1.234323,0.185828,0.858557,-1.462993,2.684416,1.782348,1.809921,1.899436,0.234917
15716,0,-0.616452,-0.551036,-0.690983,-0.456842,-0.5311359999999999,3.047769,-0.5277430000000001,-0.341942,-0.121619,0.221411,14.093665,0.173033,3.618939,0.790129,-1.234323,-1.079457,-1.057295,0.381275,-1.764843,-1.558876,-1.532192,-1.521944,-0.647565
22820,0,0.253137,-0.102945,-0.036434,0.026228,0.098008,0.109013,0.172539,-0.10044,-0.12678399999999998,-0.183208,-0.180397,-0.117776,0.100381,2.56283,0.810161,-1.079457,0.858557,0.164303,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
13217,0,-0.616452,-0.695642,-0.690983,-0.677929,-0.672497,-0.652696,-0.630945,-0.341942,-0.25699,-0.29680100000000004,-0.267848,-0.20856,-0.202366,1.637943,0.810161,0.185828,-1.057295,1.683111,0.904712,-1.558876,-1.532192,-1.521944,-0.647565
6555,0,-0.616452,-0.697326,-0.690983,-0.677929,-0.672497,-0.659358,-0.062109,-0.281325,-0.25699,-0.29680100000000004,-0.2937,1.3100889999999998,0.2832,0.096463,-1.234323,-1.079457,0.858557,-0.812074,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
6143,0,0.253137,0.488054,0.559625,0.658097,0.784403,0.908044,0.98583,-0.145842,-0.033904000000000004,-0.097445,-0.087137,-0.07549299999999999,-0.081312,2.56283,-1.234323,-1.079457,-1.057295,2.225543,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
24312,0,0.253137,-0.562539,-0.534814,-0.505898,-0.471135,-0.428734,-0.38854,-0.252284,-0.200567,-0.226998,-0.210973,-0.201033,-0.202816,0.713055,-1.234323,3.981685,-1.057295,0.164303,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
26178,0,-1.486041,-0.695642,-0.690983,-0.677929,-0.672497,-0.6630590000000001,-0.652724,-0.341942,-0.25699,-0.29680100000000004,-0.30806300000000003,-0.314136,-0.29338200000000003,-0.134759,0.810161,1.451114,0.858557,-0.812074,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
29273,0,0.253137,-0.685986,-0.688511,-0.6712229999999999,-0.650393,-0.653486,-0.647838,-0.331316,-0.213588,-0.216036,-0.289487,-0.314136,-0.277013,0.019389,-1.234323,0.185828,0.858557,-0.920561,-0.874991,-0.7235699999999999,-0.696663,-0.6665989999999999,0.234917
12002,0,0.253137,1.705796,1.755787,1.712255,1.912399,1.662418,1.542661,0.084189,0.038143,-0.066775,0.08029700000000001,0.211324,-0.053354999999999986,0.5589069999999999,0.810161,-1.079457,0.858557,-0.920561,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
29485,0,-0.616452,-0.64974,-0.643282,-0.593485,-0.572997,-0.65666,-0.292592,-0.136001,0.127681,-0.238187,-0.283168,1.089708,-0.237074,1.792091,-1.234323,0.185828,-1.057295,0.272789,-0.874991,-0.7235699999999999,-0.696663,0.188746,-0.647565
18289,0,-0.616452,-0.396869,-0.582149,-0.660654,-0.6400560000000001,-0.6461819999999999,-0.635496,0.127297,-0.204994,-0.177699,-0.24257,-0.246981,-0.236061,1.483795,-1.234323,1.451114,-1.057295,2.225543,-0.874991,-0.7235699999999999,-0.696663,-0.6665989999999999,-0.647565
26276,0,0.253137,-0.6856869999999999,-0.688623,-0.6665949999999999,-0.656518,-0.648436,-0.641004,-0.331799,-0.222876,-0.238414,-0.263507,-0.314136,-0.29338200000000003,0.8672030000000001,0.810161,-1.079457,-1.057295,0.164303,-0.874991,-0.7235699999999999,-0.696663,-0.6665989999999999,0.234917
15593,0,0.253137,-0.294241,-0.268194,-0.270608,-0.223512,-0.177452,-0.137688,-0.255786,-0.127956,-0.211606,-0.237846,-0.183229,-0.23713,-1.059646,-1.234323,0.185828,-1.057295,1.900084,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
12823,0,1.992316,1.1538,1.263716,1.341546,1.522607,1.672928,1.6519580000000005,0.07471,-0.048661,-0.012477,0.043465,-0.313809,0.005203,-0.211833,0.810161,0.185828,-1.057295,1.574625,0.904712,1.782348,1.809921,1.899436,1.999879
1494,0,-0.616452,-0.526455,-0.59058,-0.511681,-0.348241,-0.6630590000000001,-0.6396270000000001,0.113592,-0.03998,0.271165,-0.30806300000000003,-0.26308200000000004,-0.29338200000000003,-0.057685,-1.234323,0.185828,0.858557,0.815221,-0.874991,-0.7235699999999999,0.13886500000000002,0.188746,0.234917
10609,0,1.992316,-0.328138,-0.295761,-0.254313,-0.211994,-0.167402,-0.170533,-0.251137,-0.180949,-0.240005,-0.163992,-0.314136,-0.164734,-1.059646,-1.234323,1.451114,0.858557,-0.920561,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
8203,0,1.992316,0.659712,0.747815,0.819269,0.946283,1.08901,1.179405,-0.034026,-0.08338200000000001,-0.098013,-0.039964,-0.019596,-0.0965,-0.288907,0.810161,0.185828,-1.057295,0.923707,1.794564,1.782348,1.809921,1.899436,1.999879
16907,0,0.253137,-0.0774,0.193753,-0.15568,-0.106898,0.02113,-0.188685,-0.221191,0.177029,-0.183208,0.106851,0.209491,-0.012122,-0.674276,-1.234323,-1.079457,-1.057295,-0.269643,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
18116,0,0.253137,-0.611402,-0.551435,-2.945672,1.922938,2.035139,2.141689,-0.035294,-0.25699,18.60564,0.074935,0.078584,0.049755,0.019389,-1.234323,-1.079457,0.858557,1.357652,0.014861,0.111736,0.13886500000000002,-0.6665989999999999,0.234917
8502,0,0.253137,-0.338989,-0.479947,-0.440576,-0.409983,-0.375803,-0.347602,-0.10044,-0.17018599999999998,-0.240005,-0.24423000000000006,-0.248683,-0.259856,-0.905498,0.810161,0.185828,0.858557,0.381275,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
29680,0,0.253137,2.140456,2.156644,2.118076,2.137296,1.976616,1.578393,0.099585,0.053638,0.362551,0.049976,0.016993,-0.011335,0.25061100000000003,-1.234323,0.185828,-1.057295,0.164303,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
4055,0,-0.616452,-0.690345,-0.685504,-0.672305,-0.660373,-0.656644,-0.646175,-0.318395,-0.240063,-0.2525,-0.30806300000000003,-0.288609,-0.29338200000000003,-0.905498,-1.234323,0.185828,0.858557,-1.24602,-0.874991,-0.7235699999999999,-0.696663,-0.6665989999999999,0.234917
10727,0,0.253137,1.234415,1.309253,1.373919,0.872602,1.009367,1.041008,0.020312,0.046042,-0.098013,-0.065497,-0.07195900000000001,-0.068374,-0.211833,-1.234323,-1.079457,0.858557,-0.05267,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
583,0,-0.616452,-0.676181,-0.638351,-0.241609,-0.656393,-0.308233,-0.492733,-0.115111,1.06017,-0.237506,1.073026,0.311336,0.047842,-0.057685,-1.234323,-1.079457,0.858557,-1.029047,-0.874991,-0.7235699999999999,-0.696663,-0.6665989999999999,-0.647565
26778,1,-0.616452,-0.690264,-0.679856,-0.6062609999999999,-0.610133,-0.603005,-0.5586909999999999,-0.294124,-0.041282,-0.06893300000000001,-0.075009,0.052403,-0.271106,0.713055,-1.234323,-1.079457,0.858557,-0.703588,-0.874991,-0.7235699999999999,-0.696663,-0.6665989999999999,-0.647565
13802,0,-1.486041,-0.695642,-0.690983,-0.677929,-0.672497,-0.6630590000000001,-0.652724,-0.341942,-0.25699,-0.29680100000000004,-0.30806300000000003,-0.314136,-0.29338200000000003,-0.905498,-1.234323,1.451114,-1.057295,-1.24602,0.904712,-1.558876,-1.532192,-1.521944,-1.530046
10491,0,0.253137,-0.005939,0.017856999999999998,-0.026001,-0.20745500000000006,-0.369306,-0.652724,-0.219138,-0.202694,-0.248638,-0.2524,-0.314136,-0.29338200000000003,-0.905498,0.810161,5.24697,0.858557,-0.269643,1.794564,0.111736,0.13886500000000002,0.188746,0.234917
15046,0,-1.486041,-0.652456,-0.690983,-0.677929,-0.672497,-0.6630590000000001,-0.652724,-0.341942,-0.25699,-0.29680100000000004,-0.30806300000000003,-0.314136,-0.29338200000000003,0.327685,-1.234323,0.185828,-1.057295,0.489762,-0.874991,-0.7235699999999999,-1.532192,-1.521944,-1.530046
7395,1,1.992316,-0.378291,-0.344108,-0.317602,-0.294954,-0.233788,-0.224031,-0.221191,-0.213588,-0.29680100000000004,-0.16763,-0.314136,-0.231505,-1.059646,0.810161,1.451114,-1.057295,-0.486615,2.684416,1.782348,1.809921,1.899436,1.999879
13478,1,0.253137,-0.172451,-0.602733,-0.4925600000000001,-0.39206,4.056632,4.163749,0.037398,0.301115,0.727867,18.36064,0.379211,0.392891,2.56283,-1.234323,-1.079457,-1.057295,0.706734,-1.764843,-1.558876,-1.532192,-1.521944,-0.647565
27177,0,-1.486041,-0.696239,-0.691602,-0.678563,-0.673181,-0.663782,-0.653463,-0.341942,-0.25699,-0.29680100000000004,-0.30806300000000003,-0.314136,-0.29338200000000003,2.56283,-1.234323,-1.079457,-1.057295,0.055816,0.904712,-1.558876,-1.532192,-1.521944,-1.530046
17481,0,0.253137,-0.430576,-0.385599,-0.352052,-0.35228200000000004,-0.266125,-0.001323,-0.116439,-0.100786,-0.092333,-0.044305,0.667665,0.036535000000000005,0.481833,0.810161,-1.079457,0.858557,-0.269643,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
11923,0,0.253137,-0.254178,-0.272634,-0.226973,-0.148044,-0.093417,-0.08607000000000001,-0.160815,-0.17018599999999998,-0.126411,-0.20593000000000006,-0.215956,-0.203379,-0.75135,-1.234323,0.185828,-1.057295,-0.05267,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
16730,1,1.992316,-0.236945,-0.201694,-0.187822,-0.108064,-0.055816,-0.045015,-0.227228,-0.25699,-0.115052,-0.212313,-0.314136,-0.124626,-0.905498,-1.234323,1.451114,0.858557,-0.161156,0.904712,1.782348,1.809921,1.899436,1.999879
14105,0,-1.486041,-0.695642,-0.650532,-0.657813,-0.621807,-0.6630590000000001,-0.652724,-0.297143,-0.196444,-0.111587,-0.30806300000000003,-0.314136,-0.29338200000000003,1.637943,-1.234323,-1.079457,-1.057295,1.791598,0.904712,-0.7235699999999999,-0.696663,-0.6665989999999999,-0.647565
8471,1,1.992316,-0.4804310000000001,-0.475901,-0.448507,-0.4120970000000001,-0.396644,-0.374267,-0.341942,-0.207077,-0.217286,-0.30806300000000003,-0.261773,-0.29338200000000003,-1.059646,0.810161,0.185828,0.858557,-1.354506,3.574267,2.617654,1.809921,1.899436,2.88236
27398,0,0.253137,-0.684288,-0.685504,-0.6666810000000001,-0.666435,-0.650229,-0.6396270000000001,-0.318395,-0.223136,-0.29680100000000004,-0.258273,-0.314136,-0.29338200000000003,1.021351,-1.234323,1.451114,-1.057295,1.032193,-0.874991,-0.7235699999999999,-0.696663,1.899436,-0.647565
5746,0,0.253137,-0.482929,-0.5713729999999999,-0.553816,-0.530468,-0.488097,-0.59491,-0.25137800000000005,-0.213327,-0.211606,-0.212313,-0.143957,-0.287813,0.327685,0.810161,-1.079457,0.858557,-0.920561,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
5375,0,0.253137,-0.250865,-0.216025,-0.226064,-0.16902899999999998,-0.117925,-0.081822,-0.245341,-0.17018599999999998,-0.211606,-0.231463,-0.227083,-0.152752,-1.059646,0.810161,-1.079457,0.858557,-0.595102,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
12895,1,-0.616452,-0.675638,-0.64886,-0.635447,-0.6496,-0.63883,-0.181582,-0.160936,-0.193059,-0.29680100000000004,-0.214037,1.522355,-0.231505,-1.059646,0.810161,0.185828,0.858557,-0.920561,1.794564,-0.7235699999999999,0.13886500000000002,0.188746,-0.647565
24544,0,0.253137,-0.394316,-0.402937,-0.358368,-0.287244,-0.223064,-0.15515199999999998,-0.221191,-0.17018599999999998,-0.126411,-0.135714,-0.085049,-0.23713,-0.905498,-1.234323,0.185828,-1.057295,-0.05267,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
18040,0,1.992316,-0.303788,-0.262911,-0.249352,-0.222315,-0.179525,-0.149174,-0.198731,-0.25699,-0.29680100000000004,-0.231463,-0.235592,-0.227961,-1.059646,-1.234323,0.185828,-1.057295,1.032193,1.794564,3.45296,3.480978,2.754781,1.999879
6439,0,1.992316,-0.69135,-0.6865439999999999,-0.6688149999999999,-0.670166,-0.652663,-0.649937,-0.322863,-0.22956,-0.28828200000000004,-0.26772,-0.314136,-0.29338200000000003,-0.443054,0.810161,0.185828,2.77441,2.00857,-0.874991,-0.7235699999999999,-0.696663,-0.6665989999999999,-0.647565
8658,1,0.253137,-0.29743200000000003,-0.289663,-0.311041,-0.224974,-0.170774,-0.253148,-0.160815,-0.12678399999999998,-0.069615,-0.212313,-0.248683,-0.180878,-0.674276,0.810161,-1.079457,0.858557,-1.029047,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
