"id","day_of_week","is_weekend","temperature"
1,4,0,2.09025703124714
2,4,0,2.09025703124714
3,4,0,2.09025703124714
4,4,0,2.09025703124714
5,4,0,2.09025703124714
6,4,0,2.1520010974973
7,4,0,2.1520010974973
8,4,0,2.1520010974973
9,4,0,2.1520010974973
10,4,0,2.1520010974973
11,4,0,1.80686759897074
12,4,0,1.80686759897074
13,4,0,1.80686759897074
14,4,0,1.80686759897074
15,4,0,1.80686759897074
16,4,0,1.62163540022024
17,4,0,1.62163540022024
18,4,0,1.62163540022024
19,4,0,1.62163540022024
20,4,0,1.62163540022024
21,4,0,1.50131363009172
22,4,0,1.50131363009172
23,4,0,1.50131363009172
24,4,0,1.50131363009172
25,4,0,1.50131363009172
26,4,0,1.42373775198253
27,4,0,1.42373775198253
28,4,0,1.42373775198253
29,4,0,1.42373775198253
30,4,0,1.42373775198253
31,4,0,1.33666278675794
32,4,0,1.33666278675794
33,4,0,1.33666278675794
34,4,0,1.33666278675794
35,4,0,1.33666278675794
36,5,1,1.2986664382963
37,5,1,1.2986664382963
38,5,1,1.2986664382963
39,5,1,1.2986664382963
40,5,1,1.2986664382963
41,5,1,1.22900646611663
42,5,1,1.03110881787892
43,5,1,1.03110881787892
44,5,1,1.03110881787892
45,5,1,1.03110881787892
46,5,1,1.07068834752646
47,5,1,1.07068834752646
48,5,1,1.07068834752646
49,5,1,1.07068834752646
50,5,1,1.07068834752646
51,5,1,1.30499916303991
52,5,1,1.30499916303991
53,5,1,1.30499916303991
54,5,1,1.30499916303991
55,5,1,1.30499916303991
56,5,1,1.46331728163007
57,5,1,1.46331728163007
58,5,1,1.46331728163007
59,5,1,1.46331728163007
60,5,1,1.46331728163007
61,5,1,1.74037398916287
62,5,1,1.74037398916287
63,5,1,1.74037398916287
64,5,1,1.74037398916287
65,5,1,1.74037398916287
66,5,1,1.8686116652209
67,5,1,1.8686116652209
68,5,1,1.8686116652209
69,5,1,1.8686116652209
70,5,1,1.8686116652209
71,5,1,2.26124059932452
72,5,1,2.26124059932452
73,5,1,2.26124059932452
74,5,1,2.26124059932452
75,5,1,2.26124059932452
76,5,1,2.9119280667301
77,5,1,2.9119280667301
78,5,1,2.9119280667301
79,5,1,2.9119280667301
80,5,1,2.9119280667301
81,5,1,3.42012922740454
82,5,1,3.42012922740454
83,5,1,3.42012922740454
84,5,1,3.42012922740454
85,5,1,3.42012922740454
86,5,1,3.39163196605831
87,5,1,3.39163196605831
88,5,1,3.39163196605831
89,5,1,3.39163196605831
90,5,1,3.39163196605831
91,5,1,3.20323340493601
92,5,1,3.20323340493601
93,5,1,3.20323340493601
94,5,1,3.20323340493601
95,5,1,3.20323340493601
96,5,1,3.15890433173077
97,5,1,3.15890433173077
98,5,1,3.15890433173077
99,5,1,3.15890433173077
100,5,1,3.15890433173077
101,5,1,2.97050577060847
102,5,1,2.97050577060847
103,5,1,2.97050577060847
104,5,1,2.97050577060847
105,5,1,2.97050577060847
106,5,1,2.70136496900518
107,5,1,2.70136496900518
108,5,1,2.70136496900518
109,5,1,2.70136496900518
110,5,1,2.70136496900518
111,5,1,2.38314555063895
112,5,1,2.38314555063895
113,5,1,2.38314555063895
114,5,1,2.38314555063895
115,5,1,2.38314555063895
116,5,1,2.04751113922779
117,5,1,2.04751113922779
118,5,1,2.04751113922779
119,5,1,2.04751113922779
120,5,1,2.04751113922779
121,5,1,1.72929172086156
122,5,1,1.72929172086156
123,5,1,1.72929172086156
124,5,1,1.72929172086156
125,5,1,1.72929172086156
126,5,1,1.45540137570057
127,5,1,1.45540137570057
128,5,1,1.45540137570057
129,5,1,1.45540137570057
130,5,1,1.45540137570057
131,5,1,1.26225327102056
132,5,1,1.26225327102056
133,5,1,1.26225327102056
134,5,1,1.26225327102056
135,5,1,1.26225327102056
136,6,1,1.14193150089203
137,6,1,1.14193150089203
138,6,1,1.14193150089203
139,6,1,1.14193150089203
140,6,1,1.14193150089203
141,6,1,1.12926605140482
142,6,1,0.975697476372359
143,6,1,0.975697476372359
144,6,1,0.975697476372359
145,6,1,0.975697476372359
146,6,1,1.05169017329564
147,6,1,1.05169017329564
148,6,1,1.05169017329564
149,6,1,1.05169017329564
150,6,1,1.05169017329564
151,6,1,1.32241415608482
152,6,1,1.32241415608482
153,6,1,1.32241415608482
154,6,1,1.32241415608482
155,6,1,1.32241415608482
156,6,1,1.71504309018844
157,6,1,1.71504309018844
158,6,1,1.71504309018844
159,6,1,1.71504309018844
160,6,1,1.71504309018844
161,6,1,2.1504179163114
162,6,1,2.1504179163114
163,6,1,2.1504179163114
164,6,1,2.1504179163114
165,6,1,2.1504179163114
166,6,1,2.5256318573701
167,6,1,2.5256318573701
168,6,1,2.5256318573701
169,6,1,2.5256318573701
170,6,1,2.5256318573701
171,6,1,2.98633758246748
172,6,1,2.98633758246748
173,6,1,2.98633758246748
174,6,1,2.98633758246748
175,6,1,2.98633758246748
176,6,1,3.22698112272454
177,6,1,3.22698112272454
178,6,1,3.22698112272454
179,6,1,3.22698112272454
180,6,1,3.22698112272454
181,6,1,3.26814383355798
182,6,1,3.26814383355798
183,6,1,3.26814383355798
184,6,1,3.26814383355798
185,6,1,3.26814383355798
186,6,1,3.58003052718061
187,6,1,3.58003052718061
188,6,1,3.58003052718061
189,6,1,3.58003052718061
190,6,1,3.58003052718061
191,6,1,3.49137238077012
192,6,1,3.49137238077012
193,6,1,3.49137238077012
194,6,1,3.49137238077012
195,6,1,3.49137238077012
196,6,1,3.37105061064159
197,6,1,3.37105061064159
198,6,1,3.37105061064159
199,6,1,3.37105061064159
200,6,1,3.37105061064159
201,6,1,3.20323340493601
202,6,1,3.20323340493601
203,6,1,3.20323340493601
204,6,1,3.20323340493601
205,6,1,3.20323340493601
206,6,1,2.88026444301207
207,6,1,2.88026444301207
208,6,1,2.88026444301207
209,6,1,2.88026444301207
210,6,1,2.88026444301207
211,6,1,2.50188413958157
212,6,1,2.50188413958157
213,6,1,2.50188413958157
214,6,1,2.50188413958157
215,6,1,2.50188413958157
216,6,1,2.06492613227271
217,6,1,2.06492613227271
218,6,1,2.06492613227271
219,6,1,2.06492613227271
220,6,1,2.06492613227271
221,6,1,1.91452391961205
222,6,1,1.91452391961205
223,6,1,1.91452391961205
224,6,1,1.91452391961205
225,6,1,1.91452391961205
226,6,1,1.62955130614975
227,6,1,1.62955130614975
228,6,1,1.62955130614975
229,6,1,1.62955130614975
230,6,1,1.62955130614975
231,6,1,1.4838986370468
232,6,1,1.4838986370468
233,6,1,1.4838986370468
234,6,1,1.4838986370468
235,6,1,1.4838986370468
236,0,0,1.14034831970613
237,0,0,1.14034831970613
238,0,0,1.14034831970613
239,0,0,1.14034831970613
240,0,0,1.14034831970613
241,0,0,1.0152770060199
242,0,0,0.818962538968093
243,0,0,0.818962538968093
244,0,0,0.818962538968093
245,0,0,0.818962538968093
246,0,0,0.769883922205142
247,0,0,0.769883922205142
248,0,0,0.769883922205142
249,0,0,0.769883922205142
250,0,0,0.769883922205142
251,0,0,0.970947932814654
252,0,0,0.970947932814654
253,0,0,0.970947932814654
254,0,0,0.970947932814654
255,0,0,0.970947932814654
256,0,0,1.10393515243039
257,0,0,1.10393515243039
258,0,0,1.10393515243039
259,0,0,1.10393515243039
260,0,0,1.10393515243039
261,0,0,1.29075053236679
262,0,0,1.29075053236679
263,0,0,1.29075053236679
264,0,0,1.29075053236679
265,0,0,1.29075053236679
266,0,0,1.46806682518778
267,0,0,1.46806682518778
268,0,0,1.46806682518778
269,0,0,1.46806682518778
270,0,0,1.46806682518778
271,0,0,1.46490046281598
272,0,0,1.46490046281598
273,0,0,1.46490046281598
274,0,0,1.46490046281598
275,0,0,1.46490046281598
276,0,0,1.61530267547664
277,0,0,1.61530267547664
278,0,0,1.61530267547664
279,0,0,1.61530267547664
280,0,0,1.61530267547664
281,0,0,1.93035573147107
282,0,0,1.93035573147107
283,0,0,1.93035573147107
284,0,0,1.93035573147107
285,0,0,1.93035573147107
286,0,0,1.84011440387467
287,0,0,1.84011440387467
288,0,0,1.84011440387467
289,0,0,1.84011440387467
290,0,0,1.84011440387467
291,0,0,1.75620580102188
292,0,0,1.75620580102188
293,0,0,1.75620580102188
294,0,0,1.75620580102188
295,0,0,1.75620580102188
296,0,0,1.49339772416221
297,0,0,1.49339772416221
298,0,0,1.49339772416221
299,0,0,1.49339772416221
300,0,0,1.49339772416221
301,0,0,1.34299551150155
302,0,0,1.34299551150155
303,0,0,1.34299551150155
304,0,0,1.34299551150155
305,0,0,1.34299551150155
306,0,0,0.902871141820883
307,0,0,0.902871141820883
308,0,0,0.902871141820883
309,0,0,0.902871141820883
310,0,0,0.902871141820883
311,0,0,0.709723037140878
312,0,0,0.709723037140878
313,0,0,0.709723037140878
314,0,0,0.709723037140878
315,0,0,0.709723037140878
316,0,0,0.545072193807104
317,0,0,0.545072193807104
318,0,0,0.545072193807104
319,0,0,0.545072193807104
320,0,0,0.545072193807104
321,0,0,0.545072193807104
322,0,0,0.545072193807104
323,0,0,0.545072193807104
324,0,0,0.545072193807104
325,0,0,0.545072193807104
326,0,0,0.545072193807104
327,0,0,0.545072193807104
328,0,0,0.545072193807104
329,0,0,0.545072193807104
330,0,0,0.545072193807104
331,0,0,0.545072193807104
332,0,0,0.545072193807104
333,0,0,0.545072193807104
334,0,0,0.545072193807104
335,0,0,0.545072193807104
336,1,0,0.545072193807104
337,1,0,0.545072193807104
338,1,0,0.545072193807104
339,1,0,0.545072193807104
340,1,0,0.545072193807104
341,1,0,0.51340857008907
342,1,0,0.502326301787759
343,1,0,0.502326301787759
344,1,0,0.502326301787759
345,1,0,0.502326301787759
346,1,0,0.502326301787759
347,1,0,0.502326301787759
348,1,0,0.502326301787759
349,1,0,0.502326301787759
350,1,0,0.502326301787759
351,1,0,0.502326301787759
352,1,0,0.502326301787759
353,1,0,0.502326301787759
354,1,0,0.502326301787759
355,1,0,0.502326301787759
356,1,0,0.546655374993005
357,1,0,0.546655374993005
358,1,0,0.546655374993005
359,1,0,0.546655374993005
360,1,0,0.546655374993005
361,1,0,0.77779982813465
362,1,0,0.77779982813465
363,1,0,0.77779982813465
364,1,0,0.77779982813465
365,1,0,0.77779982813465
366,1,0,1.013693824834
367,1,0,1.013693824834
368,1,0,1.013693824834
369,1,0,1.013693824834
370,1,0,1.013693824834
371,1,0,1.206841929514
372,1,0,1.206841929514
373,1,0,1.206841929514
374,1,0,1.206841929514
375,1,0,1.206841929514
376,1,0,1.206841929514
377,1,0,1.206841929514
378,1,0,1.206841929514
379,1,0,1.206841929514
380,1,0,1.206841929514
381,1,0,1.40157321537991
382,1,0,1.40157321537991
383,1,0,1.40157321537991
384,1,0,1.40157321537991
385,1,0,1.40157321537991
386,1,0,1.44590228858516
387,1,0,1.44590228858516
388,1,0,1.44590228858516
389,1,0,1.44590228858516
390,1,0,1.44590228858516
391,1,0,1.36990959166187
392,1,0,1.36990959166187
393,1,0,1.36990959166187
394,1,0,1.36990959166187
395,1,0,1.36990959166187
396,1,0,1.28600098880909
397,1,0,1.28600098880909
398,1,0,1.28600098880909
399,1,0,1.28600098880909
400,1,0,1.28600098880909
401,1,0,1.28600098880909
402,1,0,1.17201194342417
403,1,0,1.17201194342417
404,1,0,1.17201194342417
405,1,0,1.17201194342417
406,1,0,1.17201194342417
407,1,0,1.05485653566744
408,1,0,1.05485653566744
409,1,0,1.05485653566744
410,1,0,1.05485653566744
411,1,0,1.05485653566744
412,1,0,0.861708430987439
413,1,0,0.861708430987439
414,1,0,0.861708430987439
415,1,0,0.861708430987439
416,1,0,0.861708430987439
417,1,0,0.818962538968093
418,1,0,0.818962538968093
