id,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
24633,0,0.253137,-0.657942,-0.65198,-0.637899,-0.664321,-0.5827899999999999,-0.6306430000000001,-0.17433900000000002,-0.136506,-0.266926,0.003442,-0.314136,-0.219411,0.327685,-1.234323,0.185828,0.858557,1.357652,-0.874991,-0.7235699999999999,-0.696663,-0.6665989999999999,-0.647565
3043,0,-1.486041,-0.695642,-0.690983,-0.6636529999999999,-0.640072,-0.6630590000000001,-0.584399,-0.341942,-0.214022,-0.178323,-0.30806300000000003,-0.047806,0.269137,1.637943,-1.234323,0.185828,-1.057295,0.272789,-1.764843,-1.558876,-1.532192,-0.6665989999999999,-0.647565
3699,1,-1.486041,-0.695642,-0.690983,-0.677929,-0.672497,-0.6630590000000001,-0.652724,-0.341942,-0.25699,-0.29680100000000004,-0.30806300000000003,-0.314136,-0.29338200000000003,1.483795,-1.234323,0.185828,0.858557,-0.812074,0.904712,-1.558876,-1.532192,-1.521944,-1.530046
4106,0,0.253137,-0.684737,-0.452366,-0.409083,-0.474803,-0.449492,-0.430284,0.683416,-0.17018599999999998,-0.268403,-0.280997,-0.285926,-0.23713,-0.597202,0.810161,0.185828,0.858557,-1.354506,-0.874991,-0.7235699999999999,0.13886500000000002,0.188746,0.234917
10788,0,0.253137,3.5280910000000003,3.603269,3.664129,3.76932,4.097095,4.126153,0.323336,0.20862600000000006,0.260488,0.355608,0.346878,0.267281,1.406721,0.810161,0.185828,-1.057295,1.357652,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
4826,0,0.253137,0.397499,0.415285,0.35545,0.22241,0.298927,0.348987,-0.158702,-0.125872,-0.166169,-0.14848,-0.16359300000000002,-0.152752,-0.674276,-1.234323,1.451114,0.858557,-1.137534,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
23534,0,-1.486041,-0.56975,-0.076744,-0.618043,-0.607273,-0.655706,-0.652724,2.297495,-0.07674199999999999,-0.05848200000000001,-0.279529,-0.314136,-0.092788,2.023312,0.810161,-1.079457,-1.057295,1.14068,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
2996,1,-0.616452,-0.6929390000000001,-0.688187,-0.675059,-0.669404,-0.6630590000000001,-0.281476,-0.329927,-0.248353,-0.285499,-0.30806300000000003,1.132973,2.257755,-0.674276,0.810161,0.185828,-1.057295,-0.378129,-0.874991,-0.7235699999999999,-0.696663,-0.6665989999999999,-0.647565
10518,0,-0.616452,-0.633293,-0.145071,-0.45749,-0.451751,-0.233212,-0.577094,2.011436,-0.256295,0.509768,1.360083,-0.019334,0.311214,0.8672030000000001,0.810161,1.451114,-1.057295,0.164303,-0.874991,-0.7235699999999999,1.809921,-0.6665989999999999,-0.647565
22891,0,-0.616452,-0.68475,-0.659511,-0.677929,-0.672497,-0.6630590000000001,-0.529775,-0.2067,-0.25699,-0.29680100000000004,-0.30806300000000003,0.165113,-0.169178,0.096463,0.810161,0.185828,0.858557,0.055816,-0.874991,-0.7235699999999999,-0.696663,-1.521944,-1.530046
23821,0,-0.616452,-0.6738310000000001,-0.671032,-0.657452,-0.650424,-0.639702,-0.594558,-0.256208,-0.195359,-0.21615,-0.21742,-0.087406,-0.213504,0.019389,0.810161,0.185828,0.858557,1.683111,0.014861,-0.7235699999999999,-0.696663,-0.6665989999999999,-0.647565
3329,0,0.253137,1.296627,1.09011,0.8789239999999999,0.716225,0.453032,0.269444,-0.06512000000000001,-0.09254,-0.072909,-0.152757,0.340398,-0.250518,2.56283,0.810161,0.185828,-1.057295,0.381275,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
29881,1,0.253137,1.1412790000000002,1.247951,1.36296,0.506003,0.407717,0.463002,-0.070614,-0.026829,-0.13743,-0.191567,-0.191084,-0.186447,-0.211833,-1.234323,0.185828,-1.057295,0.272789,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
24514,0,0.253137,0.6242939999999999,0.6921470000000001,0.6944060000000001,0.7842939999999999,0.812561,0.7377819999999999,0.020312,-0.08338200000000001,-0.055415,0.011102,-0.102002,-0.0965,0.944277,-1.234323,-1.079457,-1.057295,0.489762,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
23447,1,0.253137,0.350333,0.3803,0.034822000000000006,-0.14361400000000002,0.094769,0.137125,-0.150008,-0.18325,-0.199565,1.15786,-0.202473,-0.196235,-0.674276,0.810161,0.185828,-1.057295,0.381275,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
9708,1,0.253137,1.366187,0.517375,0.414846,0.514055,0.6191939999999999,0.649525,-0.161721,-0.13980399999999998,-0.012818,-0.12786199999999998,-0.126612,-0.142683,-0.134759,-1.234323,0.185828,0.858557,1.466139,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
8737,1,0.253137,-0.074888,-0.05808500000000001,-0.070112,-0.08426499999999999,-0.155641,-0.181531,-0.221191,-0.17018599999999998,-0.228645,-0.243081,-0.235592,-0.253443,-0.597202,0.810161,0.185828,0.858557,0.381275,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
9937,0,0.253137,-0.554132,-0.572244,-0.538906,-0.525323,-0.510187,-0.497182,-0.26285,-0.191887,-0.268403,-0.276146,-0.281409,-0.282132,-0.905498,-1.234323,1.451114,-1.057295,1.357652,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
3261,0,0.253137,1.091954,1.154868,1.190093,1.378386,1.523889,1.606184,-0.021951,-0.03564,-0.012818,-0.008048,0.013131,-0.023373,0.019389,-1.234323,0.185828,-1.057295,0.706734,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
16911,0,0.253137,1.239711,1.3229799999999998,1.137027,1.073141,1.152369,1.256244,-0.040064,0.6110479999999999,0.043979,0.011102,0.013131,-0.124626,0.019389,-1.234323,0.185828,-1.057295,0.381275,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
16553,1,-1.486041,0.931351,0.977313,0.961464,0.25197600000000003,-0.688027,-0.678214,-0.034026,-0.057341,-0.126411,-0.30806300000000003,-0.314136,-0.29338200000000003,-0.288907,-1.234323,0.185828,0.858557,-1.137534,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
14231,1,0.253137,0.265835,0.291459,0.279197,0.316734,0.405644,0.462096,-0.191003,-0.154995,-0.166169,-0.157417,-0.150503,-0.164003,-0.75135,0.810161,1.451114,-1.057295,1.249166,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
10261,0,0.253137,1.63295,1.3490719999999998,0.910619,1.070918,1.088648,1.174754,0.7750060000000001,0.35055,-0.083246,-0.052730999999999986,0.48518,-0.057124,0.019389,0.810161,-1.079457,0.858557,-1.24602,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
18618,0,0.253137,0.311765,0.366952,0.40057,0.506158,0.610937,0.671505,-0.130627,-0.08338200000000001,-0.103693,-0.052730999999999986,-0.094933,-0.136777,-0.674276,0.810161,3.981685,-1.057295,-1.137534,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
1206,1,0.253137,2.153656,1.04654,0.06258,0.003452,0.073567,0.114406,-0.034751,-0.17018599999999998,-0.205927,-0.180397,-0.19632,-0.191735,0.327685,0.810161,0.185828,-1.057295,-0.703588,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
5671,0,-1.486041,-0.695642,-0.690983,-0.677929,-0.672497,-0.6630590000000001,-0.652724,-0.341942,-0.25699,-0.29680100000000004,-0.30806300000000003,-0.314136,-0.29338200000000003,1.329647,0.810161,0.185828,-1.057295,0.489762,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
23790,0,-1.486041,-0.695642,-0.680024,-0.673026,-0.6732739999999999,-0.676711,-0.6805979999999999,-0.294849,-0.242233,-0.29680100000000004,-0.30806300000000003,-0.314136,-0.29338200000000003,-1.1367200000000002,0.810161,1.451114,-1.057295,1.683111,0.904712,-0.7235699999999999,-0.696663,-0.6665989999999999,-1.530046
12463,0,0.253137,1.619641,2.5378580000000004,1.737764,2.209655,1.3287129999999998,1.317282,0.14106300000000002,0.090225,-0.012818,0.011102,-0.019596,-0.012122,0.019389,-1.234323,1.451114,-1.057295,-0.486615,1.794564,0.111736,0.13886500000000002,0.188746,0.234917
20197,0,0.253137,1.6663169999999998,1.626468,1.709976,1.867833,2.021388,2.021477,0.104837,0.072865,0.146213,0.097149,0.091675,0.072255,0.019389,0.810161,1.451114,0.858557,-0.595102,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
8277,0,-1.486041,-0.695642,-0.690983,-0.677929,-0.672497,-0.6630590000000001,-0.652724,-0.341942,-0.25699,-0.29680100000000004,-0.30806300000000003,-0.314136,-0.29338200000000003,-0.211833,0.810161,-1.079457,0.858557,-0.812074,0.904712,-1.558876,-1.532192,-1.521944,-1.530046
2306,0,-1.486041,-0.695642,-0.690983,-0.677929,-0.672497,-0.6630590000000001,-0.652724,-0.341942,-0.25699,-0.29680100000000004,-0.30806300000000003,-0.314136,-0.29338200000000003,0.404759,0.810161,-1.079457,-1.057295,0.923707,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
5904,0,1.992316,-0.334195,-0.378489,-0.340415,-0.43344,-0.388123,-0.465782,-0.221191,-0.17018599999999998,-0.29680100000000004,-0.212313,-0.314136,-0.23713,-0.905498,0.810161,0.185828,-1.057295,1.032193,0.014861,0.111736,0.13886500000000002,1.899436,1.999879
14963,0,0.253137,-0.023024,-0.06379,-0.105167,-0.136759,-0.178028,-0.100075,-0.237492,-0.185637,-0.227396,-0.218696,0.340398,-0.22588000000000005,-0.674276,0.810161,0.185828,-1.057295,-0.703588,0.014861,0.111736,0.13886500000000002,0.188746,0.234917
15206,0,0.253137,-0.610736,-0.6197060000000001,-0.579094,-0.614066,-0.611016,-0.602349,-0.10044,-0.16020299999999998,-0.29680100000000004,-0.307041,-0.313089,-0.288826,-0.057685,0.810161,0.185828,-1.057295,-0.703588,0.014861,0.111736,0.13886500000000002,1.899436,0.234917
