id,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22
26283,0,0.253137,1.111959,1.0927930000000001,1.1499190000000001,1.2216989999999999,1.3573,0.862209,-0.039158,-0.038591,-0.046498000000000005,-0.050178,-0.117711,-0.118495,2.254534,0.810161,0.185828,-1.057295,0.489762,0.014861000000000001,0.11173599999999999,0.13886500000000002,0.188746,0.23491700000000001
15251,0,0.253137,-0.267202,-0.266297,-0.227492,-0.462477,-0.43638299999999997,-0.416465,-0.241416,-0.184248,-0.22733899999999999,-0.276593,-0.28068899999999997,-0.264469,-1.0596459999999999,0.810161,0.185828,-1.057295,1.0321930000000001,1.794564,0.11173599999999999,0.13886500000000002,0.188746,0.23491700000000001
17602,0,0.253137,0.311167,0.321373,0.345991,0.407373,0.413062,0.427807,-0.14874,-0.11376300000000002,-0.131523,-0.154864,-0.160975,-0.158377,-0.5201279999999999,0.810161,0.185828,-1.057295,-0.378129,0.014861000000000001,0.11173599999999999,0.13886500000000002,0.188746,0.23491700000000001
28231,0,-1.486041,-0.695642,-0.690983,-0.663797,-0.672497,-0.6630590000000001,-0.652724,-0.341942,-0.214456,-0.29680100000000004,-0.30806300000000003,-0.314136,-0.279994,0.327685,0.810161,0.185828,0.858557,-0.378129,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
15528,0,0.253137,1.290163,1.40658,1.526684,1.756675,1.965398,2.077108,-0.009876000000000001,0.0034219999999999997,0.043979000000000004,0.074935,0.078584,0.044129,0.173537,-1.234323,0.185828,0.858557,0.381275,0.014861000000000001,0.11173599999999999,0.13886500000000002,0.188746,0.23491700000000001
18551,1,-1.486041,-0.656245,-0.690983,-0.677929,-0.672497,-0.6630590000000001,-0.652724,-0.341942,-0.25699,-0.29680100000000004,-0.30806300000000003,-0.314136,-0.29338200000000003,-0.134759,0.810161,-1.0794569999999999,0.858557,-1.2460200000000001,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
15851,1,1.992316,0.009774,0.022775,0.071434,0.117066,0.190795,0.203251,-0.341942,-0.076611,-0.29680100000000004,-0.046348,-0.314136,-0.180878,-0.9054979999999999,0.810161,-1.0794569999999999,0.858557,-0.812074,0.9047120000000001,1.782348,1.809921,1.8994360000000001,1.9998790000000002
5199,0,0.253137,-0.46682299999999993,-0.428439,-0.405723,-0.373236,-0.343713,-0.317662,-0.214187,-0.222268,-0.25806599999999996,-0.263316,-0.257977,-0.271219,-1.1367200000000002,-1.234323,0.185828,-1.057295,1.683111,0.014861000000000001,0.11173599999999999,1.809921,0.188746,0.23491700000000001
11761,0,-1.486041,-0.7022689999999999,-0.69784,-0.684966,-0.680083,-0.671085,-0.6609189999999999,-0.341942,-0.25699,-0.29680100000000004,-0.30806300000000003,-0.314136,-0.29338200000000003,-0.211833,-1.234323,-1.0794569999999999,-1.057295,-0.9205610000000001,0.9047120000000001,-1.558876,-1.532192,-1.521944,-1.530046
21114,0,-1.486041,-0.653895,-0.952573,-0.813693,-0.8188479999999999,-0.81792,-0.810818,0.213694,-0.25699,-0.29680100000000004,-0.30806300000000003,-0.314136,0.156633,1.637943,-1.234323,0.185828,-1.057295,0.381275,-1.764843,-1.558876,-1.532192,-1.521944,-1.530046
12207,0,2.861905,-0.44017799999999996,-0.43491599999999997,-0.351605,-0.33070700000000003,-0.316704,-0.22601300000000002,-0.341942,-0.03998,-0.29680100000000004,-0.30806300000000003,0.013131,-0.29338200000000003,-1.0596459999999999,-1.234323,0.185828,-1.057295,0.055816,0.9047120000000001,2.617654,1.809921,4.46547,3.764842
11073,1,2.861905,0.075585,0.127815,0.18874100000000002,0.282287,0.524467,0.539539,-0.19704000000000002,-0.12678399999999998,-0.15481,0.430867,-0.311583,-0.291244,-0.674276,-1.234323,0.185828,0.858557,-0.9205610000000001,1.794564,0.11173599999999999,0.13886500000000002,0.188746,0.23491700000000001
23752,1,0.253137,-0.367875,-0.361446,-0.292122,-0.267938,-0.213852,-0.153523,-0.341942,-0.08338200000000001,-0.29680100000000004,-0.180397,-0.117776,-0.29338200000000003,-0.9054979999999999,0.810161,1.451114,-1.057295,2.442516,0.9047120000000001,1.782348,1.809921,1.8994360000000001,0.23491700000000001
