0,2019121064;2019121071;2019121095;2019121081;2019121072;2019121078;2019121068;2019121053;2019121099;2019121079;2019121061;2019121076;2019121087;2019121062;2019121093;2019121098;2019121070;2019121090;2019121085;2019121080
1,2019121050;2019121080;2019121066;2019121087;2019121051;2019121058;2019121061;2019121070;2019121055;2019121069;2019121099;2019121071;2019121075;2019121083;2019121096;2019121086;2019121052;2019121067;2019121098;2019121073
2,2019121067;2019121059;2019121094;2019121053;2019121071;2019121089;2019121061;2019121063;2019121051;2019121075;2019121088;2019121076;2019121081;2019121070;2019121072;2019121050;2019121098;2019121086;2019121066;2019121084
3,2019121075;2019121070;2019121084;2019121051;2019121083;2019121080;2019121088;2019121091;2019121061;2019121067;2019121098;2019121076;2019121086;2019121094;2019121054;2019121053;2019121072;2019121092;2019121064;2019121096
4,2019121085;2019121070;2019121050;2019121068;2019121052;2019121054;2019121080;2019121073;2019121075;2019121056;2019121091;2019121083;2019121078;2019121063;2019121088;2019121082;2019121069;2019121092;2019121066;2019121064
5,2019121077;2019121053;2019121098;2019121086;2019121061;2019121068;2019121065;2019121079;2019121056;2019121062;2019121084;2019121085;2019121087;2019121099;2019121078;2019121063;2019121088;2019121051;2019121081;2019121069
6,2019121065;2019121087;2019121090;2019121099;2019121095;2019121070;2019121069;2019121057;2019121083;2019121064;2019121079;2019121053;2019121074;2019121063;2019121091;2019121093;2019121084;2019121075;2019121068;2019121067
7,2019121070;2019121064;2019121053;2019121090;2019121059;2019121080;2019121085;2019121094;2019121058;2019121051;2019121076;2019121099;2019121052;2019121063;2019121072;2019121089;2019121061;2019121078;2019121073;2019121066
8,2019121075;2019121079;2019121078;2019121068;2019121097;2019121064;2019121088;2019121062;2019121071;2019121065;2019121070;2019121091;2019121058;2019121056;2019121090;2019121083;2019121072;2019121059;2019121063;2019121093
9,2019121051;2019121083;2019121082;2019121081;2019121055;2019121068;2019121061;2019121071;2019121094;2019121057;2019121058;2019121077;2019121067;2019121054;2019121075;2019121087;2019121086;2019121080;2019121064;2019121084
10,2019121065;2019121054;2019121079;2019121085;2019121074;2019121080;2019121078;2019121096;2019121081;2019121072;2019121064;2019121055;2019121099;2019121097;2019121075;2019121066;2019121068;2019121094;2019121057;2019121061
11,2019121076;2019121067;2019121065;2019121077;2019121057;2019121050;2019121082;2019121099;2019121080;2019121066;2019121069;2019121085;2019121094;2019121055;2019121092;2019121060;2019121098;2019121068;2019121051;2019121084
12,2019121084;2019121092;2019121059;2019121051;2019121065;2019121098;2019121073;2019121062;2019121075;2019121090;2019121058;2019121094;2019121081;2019121052;2019121089;2019121078;2019121076;2019121068;2019121079;2019121088
13,2019121063;2019121055;2019121087;2019121079;2019121061;2019121072;2019121096;2019121067;2019121053;2019121083;2019121092;2019121062;2019121058;2019121099;2019121050;2019121066;2019121052;2019121057;2019121082;2019121071
14,2019121073;2019121097;2019121059;2019121066;2019121092;2019121055;2019121053;2019121086;2019121082;2019121078;2019121093;2019121080;2019121096;2019121057;2019121083;2019121058;2019121070;2019121052;2019121089;2019121094
15,2019121075;2019121081;2019121056;2019121061;2019121073;2019121069;2019121083;2019121078;2019121095;2019121068;2019121082;2019121065;2019121062;2019121054;2019121050;2019121093;2019121051;2019121077;2019121064;2019121057
16,2019121097;2019121052;2019121087;2019121060;2019121073;2019121089;2019121088;2019121076;2019121099;2019121077;2019121068;2019121053;2019121079;2019121055;2019121098;2019121082;2019121081;2019121057;2019121065;2019121090
17,2019121058;2019121087;2019121080;2019121082;2019121066;2019121099;2019121055;2019121056;2019121097;2019121090;2019121065;2019121085;2019121061;2019121098;2019121063;2019121072;2019121059;2019121057;2019121076;2019121073
18,2019121062;2019121092;2019121064;2019121076;2019121059;2019121056;2019121067;2019121084;2019121074;2019121082;2019121078;2019121093;2019121060;2019121095;2019121057;2019121075;2019121066;2019121051;2019121097;2019121096
