0,0,4,5,0
1,0,3,1,3
2,0,4,0,0
3,0,1,0,1
4,0,5,0,1
5,0,0,3,5
6,0,3,0,1
7,0,3,3,0
8,0,1,0,2
9,0,3,2,4
10,0,0,4,5
11,0,4,1,4
12,0,2,0,1
13,0,1,3,3
14,0,0,3,5
15,0,2,4,3
16,0,4,3,4
17,0,0,4,3
18,0,5,5,0
19,0,1,3,0
20,0,1,2,4
21,0,5,3,2
22,0,0,5,1
23,0,2,3,2
24,0,1,2,3
25,0,2,3,4
26,0,3,1,2
27,0,2,3,0
28,0,3,0,0
29,0,2,3,0
30,0,5,0,5
31,0,2,3,5
32,0,0,3,0
33,1,0,4,3
34,0,0,4,3
35,0,4,5,1
36,0,0,0,0
37,0,1,0,4
38,0,5,3,1
39,0,4,3,3
40,0,5,0,0
41,0,0,3,5
42,0,4,0,5
43,0,2,3,2
44,0,5,5,3
45,0,0,4,2
46,0,5,4,0
47,0,3,1,5
48,0,5,5,3
49,0,1,1,3
50,0,4,3,1
51,0,5,5,5
52,0,2,2,0
53,0,0,4,0
54,0,5,5,0
55,0,1,1,0
56,0,3,0,4
57,0,1,3,4
58,0,5,1,1
59,0,5,4,5
60,0,5,4,4
61,0,2,3,5
62,0,2,4,3
63,0,1,5,5
64,0,2,0,3
65,0,3,1,1
66,0,0,2,4
67,0,3,3,0
68,0,5,3,0
69,0,5,2,1
70,0,0,3,4
71,0,0,2,4
72,0,4,3,2
73,0,5,5,5
74,0,5,3,4
75,0,2,2,4
76,0,3,3,1
77,0,2,3,5
78,0,4,4,2
79,0,2,5,0
80,0,2,4,3
81,0,2,1,4
82,0,0,5,0
83,0,0,1,0
84,0,4,1,2
85,0,0,2,5
86,0,4,4,1
87,0,1,5,1
88,0,1,3,5
89,0,1,1,0
90,0,4,1,4
91,0,3,2,1
92,0,4,0,0
93,0,0,3,3
94,0,4,3,3
95,0,2,1,2
96,0,3,3,4
97,0,1,1,0
98,0,4,3,5
99,0,1,0,4
100,0,4,2,0
101,0,3,1,5
102,0,5,0,4
103,0,3,4,3
104,0,0,5,3
105,0,3,5,5
106,0,3,0,0
107,0,2,3,2
108,0,3,2,0
109,0,4,3,1
110,0,1,4,1
111,0,1,3,2
112,0,1,4,1
113,0,2,5,5
114,0,1,2,2
115,0,2,3,0
116,0,2,0,0
117,0,5,5,5
118,0,3,2,4
119,0,2,2,4
120,0,4,5,2
121,0,2,1,4
122,0,0,2,0
123,0,2,0,2
124,0,0,1,0
125,0,2,3,4
126,0,3,0,4
127,0,2,4,4
128,0,5,5,1
129,0,5,3,1
130,0,3,2,0
131,0,5,5,0
132,0,1,5,4
133,0,3,0,5
134,0,2,3,2
135,0,3,1,3
136,0,5,2,4
137,0,0,3,5
138,0,2,1,0
139,0,1,1,5
140,0,4,1,1
141,0,0,2,3
142,0,2,3,4
143,0,4,1,2
144,7,0,4,5
145,0,0,5,2
146,0,2,1,5
147,0,4,2,1
148,0,2,2,4
149,0,0,2,1
150,0,4,1,1
151,0,4,2,4
152,0,4,0,1
153,0,2,1,2
154,0,2,0,2
155,0,0,2,1
156,0,3,4,0
157,0,4,3,5
158,0,3,3,3
159,0,2,2,2
160,0,0,4,5
161,0,1,4,1
162,0,1,2,5
163,0,5,2,2
164,0,4,5,1
