1,6,2.1094842151505857e-16,2.1094842151505857e-16,{'label': 2.1094842151505857e-16},test
2,10,3.250418920630313e-21,3.250418920630313e-21,{'label': 3.250418920630313e-21},test
3,15,6.844040094237395e-16,6.844040094237395e-16,{'label': 6.844040094237395e-16},test
4,10,2.5188197850977363e-18,2.5188197850977363e-18,{'label': 2.5188197850977363e-18},test
5,15,4.1123656578249726e-23,4.1123656578249726e-23,{'label': 4.1123656578249726e-23},test
6,11,5.513535684072842e-15,5.513535684072842e-15,{'label': 5.513535684072842e-15},test
7,6,3.503604534281462e-17,3.503604534281462e-17,{'label': 3.503604534281462e-17},test
8,19,6.5475902932127675e-12,6.5475902932127675e-12,{'label': 6.5475902932127675e-12},test
9,15,6.651213296851701e-17,6.651213296851701e-17,{'label': 6.651213296851701e-17},test
10,9,2.1149478845663822e-14,2.1149478845663822e-14,{'label': 2.1149478845663822e-14},test
11,12,1.0665975078122699e-16,1.0665975078122699e-16,{'label': 1.0665975078122699e-16},test
12,14,8.212178740533801e-18,8.212178740533801e-18,{'label': 8.212178740533801e-18},test
13,11,2.0551698004146517e-17,2.0551698004146517e-17,{'label': 2.0551698004146517e-17},test
14,16,5.06321557191244e-15,5.06321557191244e-15,{'label': 5.06321557191244e-15},test
15,14,5.437710471227713e-18,5.437710471227713e-18,{'label': 5.437710471227713e-18},test
16,14,6.822237144541908e-18,6.822237144541908e-18,{'label': 6.822237144541908e-18},test
17,10,3.1368133906547077e-18,3.1368133906547077e-18,{'label': 3.1368133906547077e-18},test
18,5,5.5838001937143116e-30,5.5838001937143116e-30,{'label': 5.5838001937143116e-30},test
19,10,2.0167467634835415e-17,2.0167467634835415e-17,{'label': 2.0167467634835415e-17},test
20,15,1.7929271314350798e-13,1.7929271314350798e-13,{'label': 1.7929271314350798e-13},test
21,15,1.3508475999832221e-16,1.3508475999832221e-16,{'label': 1.3508475999832221e-16},test
22,16,2.0115966551033798e-18,2.0115966551033798e-18,{'label': 2.0115966551033798e-18},test
23,12,3.957817101367278e-18,3.957817101367278e-18,{'label': 3.957817101367278e-18},test
24,8,8.156417461795564e-17,8.156417461795564e-17,{'label': 8.156417461795564e-17},test
25,8,3.9925041857706636e-23,3.9925041857706636e-23,{'label': 3.9925041857706636e-23},test
26,11,2.3918102100213668e-15,2.3918102100213668e-15,{'label': 2.3918102100213668e-15},test
27,15,1.2836761929463926e-15,1.2836761929463926e-15,{'label': 1.2836761929463926e-15},test
28,11,6.791439048551264e-19,6.791439048551264e-19,{'label': 6.791439048551264e-19},test
29,11,7.246819371623627e-30,7.246819371623627e-30,{'label': 7.246819371623627e-30},test
30,12,1.618425994130033e-18,1.618425994130033e-18,{'label': 1.618425994130033e-18},test
31,17,6.153701637811515e-16,6.153701637811515e-16,{'label': 6.153701637811515e-16},test
32,16,6.651213296851701e-17,6.651213296851701e-17,{'label': 6.651213296851701e-17},test
33,12,9.171882908465106e-14,9.171882908465106e-14,{'label': 9.171882908465106e-14},test
34,15,2.924826471565488e-16,2.924826471565488e-16,{'label': 2.924826471565488e-16},test
35,6,1.0551111191456685e-15,1.0551111191456685e-15,{'label': 1.0551111191456685e-15},test
36,18,1.0332367633166929e-17,1.0332367633166929e-17,{'label': 1.0332367633166929e-17},test
37,15,2.8247075292118074e-21,2.8247075292118074e-21,{'label': 2.8247075292118074e-21},test
38,11,4.058837991095026e-17,4.058837991095026e-17,{'label': 4.058837991095026e-17},test
39,13,4.9787663292457396e-17,4.9787663292457396e-17,{'label': 4.9787663292457396e-17},test
40,11,1.1146227122905088e-29,1.1146227122905088e-29,{'label': 1.1146227122905088e-29},test
41,12,5.947331362788805e-23,5.947331362788805e-23,{'label': 5.947331362788805e-23},test
42,18,1.9471303705176034e-17,1.9471303705176034e-17,{'label': 1.9471303705176034e-17},test
43,11,1.4026420972224093e-12,1.4026420972224093e-12,{'label': 1.4026420972224093e-12},test
44,9,4.960913407694136e-25,4.960913407694136e-25,{'label': 4.960913407694136e-25},test
45,6,4.5604781777743087e-20,4.5604781777743087e-20,{'label': 4.5604781777743087e-20},test
46,11,9.004628971505738e-23,9.004628971505738e-23,{'label': 9.004628971505738e-23},test
47,20,2.3476231629823526e-16,2.3476231629823526e-16,{'label': 2.3476231629823526e-16},test
48,14,1.7356488907468612e-17,1.7356488907468612e-17,{'label': 1.7356488907468612e-17},test
49,7,1.4034280284203448e-17,1.4034280284203448e-17,{'label': 1.4034280284203448e-17},test
50,13,2.0194017830051032e-17,2.0194017830051032e-17,{'label': 2.0194017830051032e-17},test
51,13,7.863040068114492e-17,7.863040068114492e-17,{'label': 7.863040068114492e-17},test
52,10,1.8418856972119064e-23,1.8418856972119064e-23,{'label': 1.8418856972119064e-23},test
53,11,5.930968277633411e-17,5.930968277633411e-17,{'label': 5.930968277633411e-17},test
54,13,5.592170352882337e-19,5.592170352882337e-19,{'label': 5.592170352882337e-19},test
55,10,1.79442478470468e-18,1.79442478470468e-18,{'label': 1.79442478470468e-18},test
56,15,3.829780399265016e-13,3.829780399265016e-13,{'label': 3.829780399265016e-13},test
57,15,2.106578021272916e-17,2.106578021272916e-17,{'label': 2.106578021272916e-17},test
58,9,1.2646915268773881e-15,1.2646915268773881e-15,{'label': 1.2646915268773881e-15},test
59,16,1.7603707765406484e-16,1.7603707765406484e-16,{'label': 1.7603707765406484e-16},test
60,11,8.956565571397036e-21,8.956565571397036e-21,{'label': 8.956565571397036e-21},test
61,11,1.3371937309887882e-23,1.3371937309887882e-23,{'label': 1.3371937309887882e-23},test
62,9,1.66567456806668e-15,1.66567456806668e-15,{'label': 1.66567456806668e-15},test
63,9,5.276489177736536e-19,5.276489177736536e-19,{'label': 5.276489177736536e-19},test
64,10,2.6502719866941106e-16,2.6502719866941106e-16,{'label': 2.6502719866941106e-16},test
65,15,1.0194866921409347e-16,1.0194866921409347e-16,{'label': 1.0194866921409347e-16},test
66,12,1.1494557074254048e-19,1.1494557074254048e-19,{'label': 1.1494557074254048e-19},test
67,6,1.4057486278252779e-18,1.4057486278252779e-18,{'label': 1.4057486278252779e-18},test
68,8,2.783568128129903e-15,2.783568128129903e-15,{'label': 2.783568128129903e-15},test
69,16,4.615009758374433e-23,4.615009758374433e-23,{'label': 4.615009758374433e-23},test
70,15,7.334051603193556e-16,7.334051603193556e-16,{'label': 7.334051603193556e-16},test
71,10,1.1761516343477269e-14,1.1761516343477269e-14,{'label': 1.1761516343477269e-14},test
72,5,7.11364095777744e-18,7.11364095777744e-18,{'label': 7.11364095777744e-18},test
73,14,7.08191654724483e-17,7.08191654724483e-17,{'label': 7.08191654724483e-17},test
74,11,2.828885542720985e-49,2.828885542720985e-49,{'label': 2.828885542720985e-49},test
75,10,1.7172629890929107e-20,1.7172629890929107e-20,{'label': 1.7172629890929107e-20},test
76,10,1.8847463271739652e-18,1.8847463271739652e-18,{'label': 1.8847463271739652e-18},test
77,11,5.9750556681083215e-15,5.9750556681083215e-15,{'label': 5.9750556681083215e-15},test
78,10,2.6930237244570153e-17,2.6930237244570153e-17,{'label': 2.6930237244570153e-17},test
79,5,1.8835901374009018e-22,1.8835901374009018e-22,{'label': 1.8835901374009018e-22},test
80,12,1.9865062926987746e-14,1.9865062926987746e-14,{'label': 1.9865062926987746e-14},test
81,11,2.5275538670522483e-18,2.5275538670522483e-18,{'label': 2.5275538670522483e-18},test
82,6,3.3724774913444477e-22,3.3724774913444477e-22,{'label': 3.3724774913444477e-22},test
83,15,5.097357282020696e-18,5.097357282020696e-18,{'label': 5.097357282020696e-18},test
84,10,1.115839120875215e-15,1.115839120875215e-15,{'label': 1.115839120875215e-15},test
85,8,6.06878524711384e-23,6.06878524711384e-23,{'label': 6.06878524711384e-23},test
86,6,1.9648399772326266e-16,1.9648399772326266e-16,{'label': 1.9648399772326266e-16},test
87,14,9.578248834887333e-17,9.578248834887333e-17,{'label': 9.578248834887333e-17},test
88,10,2.8989109463982e-22,2.8989109463982e-22,{'label': 2.8989109463982e-22},test
89,7,6.366238437475404e-28,6.366238437475404e-28,{'label': 6.366238437475404e-28},test
90,8,3.1261878806336315e-16,3.1261878806336315e-16,{'label': 3.1261878806336315e-16},test
91,18,4.898319096877634e-18,4.898319096877634e-18,{'label': 4.898319096877634e-18},test
92,6,1.7037286973689748e-16,1.7037286973689748e-16,{'label': 1.7037286973689748e-16},test
93,10,5.422246459935834e-14,5.422246459935834e-14,{'label': 5.422246459935834e-14},test
94,14,7.862310622432549e-19,7.862310622432549e-19,{'label': 7.862310622432549e-19},test
95,10,1.4030211608203727e-12,1.4030211608203727e-12,{'label': 1.4030211608203727e-12},test
96,15,1.736230393985443e-16,1.736230393985443e-16,{'label': 1.736230393985443e-16},test
97,10,8.589804996254626e-17,8.589804996254626e-17,{'label': 8.589804996254626e-17},test
98,14,3.198953773753682e-18,3.198953773753682e-18,{'label': 3.198953773753682e-18},test
99,8,3.832263177094207e-16,3.832263177094207e-16,{'label': 3.832263177094207e-16},test
100,5,2.1284866345618123e-28,2.1284866345618123e-28,{'label': 2.1284866345618123e-28},test
101,17,8.283923214699554e-17,8.283923214699554e-17,{'label': 8.283923214699554e-17},test
102,14,1.221109356981638e-18,1.221109356981638e-18,{'label': 1.221109356981638e-18},test
103,6,9.175985056824382e-30,9.175985056824382e-30,{'label': 9.175985056824382e-30},test
104,18,1.1618736601272465e-14,1.1618736601272465e-14,{'label': 1.1618736601272465e-14},test
105,11,1.6330242871153032e-21,1.6330242871153032e-21,{'label': 1.6330242871153032e-21},test
106,8,7.692298253310965e-18,7.692298253310965e-18,{'label': 7.692298253310965e-18},test
107,18,1.0979917444385346e-17,1.0979917444385346e-17,{'label': 1.0979917444385346e-17},test
108,13,2.2158271385435027e-20,2.2158271385435027e-20,{'label': 2.2158271385435027e-20},test
109,16,4.502671212375755e-20,4.502671212375755e-20,{'label': 4.502671212375755e-20},test
110,19,1.8763371543711395e-20,1.8763371543711395e-20,{'label': 1.8763371543711395e-20},test
111,10,3.0428263506969893e-13,3.0428263506969893e-13,{'label': 3.0428263506969893e-13},test
112,13,1.6882411963508425e-17,1.6882411963508425e-17,{'label': 1.6882411963508425e-17},test
113,19,1.0569593205815535e-20,1.0569593205815535e-20,{'label': 1.0569593205815535e-20},test
114,9,4.1493203462254944e-20,4.1493203462254944e-20,{'label': 4.1493203462254944e-20},test
115,16,2.9088289700241524e-19,2.9088289700241524e-19,{'label': 2.9088289700241524e-19},test
116,14,1.8265324270128637e-16,1.8265324270128637e-16,{'label': 1.8265324270128637e-16},test
117,13,1.509771881780217e-16,1.509771881780217e-16,{'label': 1.509771881780217e-16},test
118,8,1.9139148613080043e-29,1.9139148613080043e-29,{'label': 1.9139148613080043e-29},test
119,13,2.946173596733377e-19,2.946173596733377e-19,{'label': 2.946173596733377e-19},test
120,15,8.081298202731038e-13,8.081298202731038e-13,{'label': 8.081298202731038e-13},test
121,15,2.4561136538606015e-21,2.4561136538606015e-21,{'label': 2.4561136538606015e-21},test
122,13,8.579239671196975e-17,8.579239671196975e-17,{'label': 8.579239671196975e-17},test
123,13,1.5457216815723011e-28,1.5457216815723011e-28,{'label': 1.5457216815723011e-28},test
124,8,1.5520471985345094e-16,1.5520471985345094e-16,{'label': 1.5520471985345094e-16},test
125,12,8.540753708585431e-19,8.540753708585431e-19,{'label': 8.540753708585431e-19},test
126,11,1.9322928144173244e-13,1.9322928144173244e-13,{'label': 1.9322928144173244e-13},test
127,9,7.18334065125776e-18,7.18334065125776e-18,{'label': 7.18334065125776e-18},test
128,0,6.190567747657492e-16,6.190567747657492e-16,{'label': 6.190567747657492e-16},test
129,18,1.4776083106629633e-23,1.4776083106629633e-23,{'label': 1.4776083106629633e-23},test
130,0,3.4745020466134027e-17,3.4745020466134027e-17,{'label': 3.4745020466134027e-17},test
131,0,2.0519595832022856e-14,2.0519595832022856e-14,{'label': 2.0519595832022856e-14},test
132,12,1.03058201908469e-23,1.03058201908469e-23,{'label': 1.03058201908469e-23},test
133,11,6.66327403192969e-25,6.66327403192969e-25,{'label': 6.66327403192969e-25},test
134,0,4.3505825390262565e-17,4.3505825390262565e-17,{'label': 4.3505825390262565e-17},test
135,0,1.5665150411567925e-16,1.5665150411567925e-16,{'label': 1.5665150411567925e-16},test
136,0,6.810376468765143e-20,6.810376468765143e-20,{'label': 6.810376468765143e-20},test
137,0,1.4424215303719858e-16,1.4424215303719858e-16,{'label': 1.4424215303719858e-16},test
138,12,9.252446527705248e-17,9.252446527705248e-17,{'label': 9.252446527705248e-17},test
139,15,5.932359736609361e-16,5.932359736609361e-16,{'label': 5.932359736609361e-16},test
140,0,5.094336680951772e-14,5.094336680951772e-14,{'label': 5.094336680951772e-14},test
141,9,3.463142910800699e-19,3.463142910800699e-19,{'label': 3.463142910800699e-19},test
142,11,8.550985183029862e-17,8.550985183029862e-17,{'label': 8.550985183029862e-17},test
143,13,4.790205526134933e-15,4.790205526134933e-15,{'label': 4.790205526134933e-15},test
144,0,2.8700041924728743e-18,2.8700041924728743e-18,{'label': 2.8700041924728743e-18},test
145,11,4.335481921314859e-15,4.335481921314859e-15,{'label': 4.335481921314859e-15},test
146,0,6.570487256743621e-15,6.570487256743621e-15,{'label': 6.570487256743621e-15},test
147,11,1.2646915268773881e-15,1.2646915268773881e-15,{'label': 1.2646915268773881e-15},test
